id,from,to,Region,Input_polyline,Tollguru_Tag_Cost,Tollguru_Cash_Cost,Tollguru_QueryTime,
4,"New Springfield, OH 44443","Middletown, PA 17057",North America,auxxFnlzjNC@hRn{@Lb@rBxFnL|QhMfS|DtG^h@jFfEm@fBa@bAk@vAkNlRkHdK{BzCaBbDuB|Dm@lAkH|N{T`d@}EzJs@tAaAfBiD`CcE`C}GtD}DvBaVbNM?eH~DgBbAm@XkGbD_GlDmCfB?dH?xPG~p@?dA?nOEhk@iCXsAP{AP}E`@m@FK?a@Fy@HYF{BPkFr@cF`@mAFoKlA_AHyH`@g@?Q?sH?eG?y@FsAGaA?uA?s@?_A?aB?aB?oA?y@?yHFK?uC?wDs@aDGiBQm@cAk@{CGuASwAEoBRuDtDaJf@s@lI{MlAgBXa@l@{@lj@wz@vCgEPY`BiCxHgLzT_]fA_B~@}A`BiC|DyItA{CfCyItAwEzB{MhDk^xJucAzJscAnC_YXqCj@sGbCsWd@{CnAkJx@kD^_BhDgLpEmKnMgVjGoLpGoLpFeKjQm\`B{CrHkQ~@mDl@oBl@oB`@mAr@yBr@gBl@eBnEiSf@gBlAuHhMuv@pPucAx@iFvEyPrGgOxAwBtLoR`A}AXc@lAoBpF_LvEsNtC_ORuAnByPzCqVl@_FLeAdAaJZaCd@kD`BmNtAuKJ}@X_ChBmNr@eEzB_LlAaF`BkGpXscAzByIjF_SzL{d@pGwV|D{S|CaW`CuRbFid@Fk@XoBd@wEfI}r@l@_FfBwHDa@bCeHl]om@D?xF{JlAyBnh@g~@^s@fBsC~O}X|FwHxGkGjGsDpDwAtCmAf]eH|OcDfJoB~EeA|DmArIsDtKmGrAcAx@s@lHkGl@k@zJaM`CkDbDkGtCiFnBoEd@s@fAqClG{M~Qy`@DGX}@r@wBf@gBz@uDlAaJDmAl@sMXkGzAoLf@yBXkAtMo\tAwE`AmDbEqWfA}GzBmHhD{FpEwEvXyVbDqCtCiFXi@hB}GnE}e@hAyFzDsJ~GuQnAqCfAkCd@uAnC}Gf@mAz@oBX{@^eAzByFf@uAd@_BfA}DvC_LbDwLnCeKhF_SnBwHhLec@zB}GX{@jF}J~FuHnM{PdFuKhCgI`C_OfA{JfAaJf@gBlJ_]lHkWpFeRnDwLbDuNnC_SlGoc@hFe_@rFaa@|Ey]DYX_Bf@yCzBcGRk@l@{@JQ|DkDpEoB|Dk@`BGzIk@jW_BpG}AvDgBlA{@dNkJrA{@tSuNnLiI`SyMhLqIjEiFtCmHhCgOhBmKtCyPvEiP|E_LvCaGz[op@fJeRfH}NrIkQdFsMP{@`@mAnCoLL}@bFm_@r@iFpE{[nAqIvFgVXeAl@eBfHoR|D_IzCcGhJqMl@}@rRiTxFwHdF{JDc@tKg]`ByFdGwRhBkG^mAhCqILa@Pk@dEcN~HoVlGyLlAgBdFeHj^mf@|LeNtDyC`@c@lHcGrR_MdOsJxEsC~g@e\`J{FnSqMhDyBtKeHnAs@l@a@tBmA|DwBd@QdEyBfBcAvKoEpM{FrAi@zAk@l@YfAi@|CmA`k@_V`@Q|EyCXQnAmAnDcGzIgVXcA|D_L~Ncb@pCkMd@eEt@sG?k@XgEReBXqB?G~@gIZwEDwADa@`@mKl@yIJk@fAoIfAwE~EaWx@yIFoOJgc@Fk^?a@j@kNzAsJpCyIbEiIxOgSDIbCyCf@k@|LaPhCsGtAeHJuADeAFwHgA}KM{@m@_E{AmKm@_IDkGfAiJ|B}GbDwHf@cAzBiFvEgLnAiFl@eKu@mYKyBa@cQt@yI`B}GhC_F?GtJgL|DoEfIkJdN}N`HiFx@s@tA{@bEaCjL_FlJiCrOaCpCc@^GzBYpKgBzCuAnB_BzAmAvDaGbCwHRs@lByI|CmNf@wBR{@zB_LF{@PyBF}GaAwOoCe\GoE?O?ILuAf@kGzAkGvMiZjEgLhCkJl@oBXmAr@iC^mAl@oBt@sCzA_F`AcDrAuD|BoErAaCbBqCrH{MfIuNvLkT|BwHx@_I?{J?gL`AmKzBoItBsFpDaJnA}D`B{FJa@bDcQzA{QZ{PSuKYaMg@kT^}KhBmKtB{Fr@gBzP}UvCeHfAsFjFsX`BqIRmA`@gBtDiMf@mA~EaJfIcJ|LoLz@{@hBgBd_@k^dE_FtBmDxEuKzAmD^s@hB}D`CeErFkGvSaMnKqIdF}DtJaFzPmHl@a@xE{C|C}DfAkClAqCtAqItAec@JeAfAmHrMce@tCeKzAeEz@wAtBkDxFgEtBs@nAWfBYz@Q`IYtCY|CYzAQfAGjDa@zAQr@QzAOlH}@F?fPoBzHcAbKmAhDIjFXvBP`CQzH}A`HoBvEmApCeAzBoBbCcDtBsFLq@~@aFR{@bByIJs@bBsJ^cGLsJ^cQr@wEFa@lBoEZk@nCyC`BmAdEmDvDeEfGeNrGgPrAeDt@eBhDaIjDwEpEyCdEwAvLi@hDIjDOtBQjFuAjDgBpKaJ~GsFbIyC`C}@`AYbBs@~GwB`GyBXGtRuG|Ai@bDmAl@a@vDsCjFwHnPc_@|DuG|CqCtIgEx\qPlUyIfs@kXrFqBXO|KaF~MyIzN{JXQzIwEt@YnJoBjZeApRs@xG}AtPiIdEwBlAk@tA{@z@a@l@YlAk@zF{CzAs@zBuA`@QXY|CaC^Y~DmEjFwHpDyF~EoHnJkNdDkCf@a@tP_I~E{CrA}A`G}GxEqFjEmDpSmKfGcDfAk@pDwBhCcDr@}@hJgSfFgLdM}XhBiFx@qCzAyIFc@tAoLP_BnAiJzHkW??`Voq@fGcQtA}DlAsCf@mAbD_F|WqVfNkNvDwEtA_Bbg@}l@rE{CzAa@`Bc@dEGrFlAxL|GpDnBxG`CfFr@J?pf@h@~EHjDFbCFrFr@vD~An]`WzAz@l@b@zBtAnVxIlGzCnOtKfM`JrGzCvJhCbJb@pEI`@?xFs@|IaC|BcAhIqFtO_Lr@i@t\qVtUcQxNmKlFwBrFk@vIr@hCXnBPzA?hCG~Cs@vDgBnB_BpCaCtBoBfAeAt@{@bCaClGeEnCeApC{@jD{@JIrm@yI|]iFlTcAbJYfh@gBn]mAzT{@rEQ`HuAvDyBxDuDbDkG|AyFrAyIbCaPhIih@tAiIl@oEhAeHhCiMvBiF|D_FpDaCpC{@hHs@~EGpDInBGbIQdFuAlRuK~EsCbDoB`@YhJyFtFsF|DeHz@oBpC{JJs@bBcQ^eEpC_LhCiFrEiFDGzGwEnA{@xKiIjFiFxDkGxF{J`FyIrGoLnAyBhBkDnAoBfAyBXa@Rc@hHwL`AgBxFqFf@c@vIaGRQ`HiFlAmAvBcD`AgBf@uAxFeR~CaFd@a@nAcArFyEdDaGlAwEz@mG?_Z?mH?kCDmAR}D|AuHnUgm@|DmKvBwH|CwL`FcQtCeHtAmD?Gj]ww@dEsJfFgL~DkJjDgIfBaF`GwYnBkJvBeHbDeHlFeHxE}DbHuD`MsGhCaC|BsCJYbBcDhOse@`AsCfG_S?GlF{PrLik@tAoER{@b[in@|D_IjDoHtAiCvByFtBcJRcA|AuKXaC^sCbB}Gr@}AvBsCxEkDhIcGt@k@pEyFxKgVt@_BlLcXzBqFn@gBpDeO`BaFhA}AjEeHz@wAhB_FzAeHRoBlFe_@ReKEqP?wEE{F[kNmAsGSk@}AsC_LwL{A{Ca@{@aBiIoAeHaAcKg@oO?gBl@uGpByFnBsCl@a@~DkDrE_EnBuA|IqFpCqCbD{FRYfFwH`AcApDoEFQ`BsDzFsMbIsQhO_`@pDaFlFkD`AY~Cs@xLeAhGi@zMmAfFgBfBmAz@k@lEqFdQiZXa@hCwEhAgBjDcD~DgBdF{@rEk@LGfFgBpDoBxEiFdDkGzLs^jEsMLa@Rk@`AcDRs@jJuX~E_PtA_ILk@RuAJwAbCmR?_IgAwH}BkGeJqPy@oB_DyIcDgOSmAkIef@cJ_j@sEiWMi@kQucAkCwOg@qFeEkh@K_Bm@uHcBeU{AqSoAeOqDme@[wB{ByIeDwHiB}D}NyZg@gBs@kCg@kGLkGr@eEX{@vBmGbIoVl@uAjCoH|CyFfAuAfEsCRO`HyB~DgBtBgBz@s@bBkDr@_B`AoEZaJDiPl@aMfAwObAoLnB_LRcAvOe_@lAyFf@aCnBqSpBeKbCyFf@s@dEcGfFeHhBcDjDcGdKkQvDeHpCeHhAcG^uKK_B[iFs@sDcCeHwBcGoGkQgBcJ[yF?a@EyBDgBR}DF{@dFgYjDmRnAcGtGg]zAiFLYtB}D~CmD~EqCpBk@xEa@`HXjPlAZ?lLh@~Da@`GgBtGoEnCuDjDwErDqFl@{@xDuGr@wB~DuNzAyFdCkJlAcDnAmDbH{JnIaM~DwH?GfEiM`B_L`@aC^wLYqj@`@iF^gFpBkJXeAbCyFfFmHzSgRhBoBz@{@|B}Dl@eAnBsGhGka@lAgIRmA|AyIx@_FvBcGpCuDpCaCtA{@fAk@zFgBzAa@rDgBnCqCxCcGzAkJnA{GbCeH|H{MhN_VDGxDaFdQiMnA{@zAeAbToOz@mAhBiCz@_B~J}U`BuGRwELiC{@qSf@iJXyB|AqFbCwEjKiMrJgLl@s@lReUtFqFvCyBfRiMhG}DnH_FfGuGlDcGbC{Gl@aCjDgLnB}GZ{@hB{FlA}DFOdDiF~DoEr@s@tAmAzc@ec@jDeDfA}ApB{C|BcGhCkNnFy`@l@oEz@eHhBkJnBqFhCeEbHwH`AcA~CmDf@s@vCeHfAeElDgOdE}Q`AoEtAyFRmArDwO|N}o@XiCz@wHDuDbBep@JwHRuH|A}o@r@wRrDucADuAl@oOdDo`@hAkJ^qC`@uD`BaP|G}l@zGan@RoBpBuKl@mD`AgF|Sk|@vOwp@l@sC|BiMxCsTf@mHjDqd@zFku@x@iMvHucApHscAvHccA?QzAeRl@qIRcDf@yFfA{F`@oBrDmKl@eAfAiCRY`AaC`AaCf@cAn@gBJk@X{@Rs@zQak@La@xEuNxE}N??lPad@Xs@l@gBLmADYFiCg@qFcBoE{AwBo@}@yJaMaGmH{AoBiA_BeDeE?IuBgFaAuGDgIzAyIn@aCnBoEnHcKdCeDlAuA`@a@nAuAvTsTtAqBjCsGfAeHDiCEiFgA_ISk@}AeEuB{CeDsCoGqCmJmDwDuA{LoEgEiCqDcGiBkDqCsCiLsG{As@s@a@_PiIeI_FkEiFoMkQo@s@{FmKyEsJmEaJgA_BmK_LwIgPqCmDqCkDwBcG_@mD[iC?gBRoE|AmHrEeKpP}_@hAkCzGeObMoYhCkJn@gIJ{@LmDJaCRwEFoBz@mXJqCKgEGwBg@aFg@_FgG{h@wBwRgLucAgLscAyE_c@cBsJm@wBaAcDsDgHgA}AuAgBwGsGg^s^aXeX_VgV{AuAu@{@yJeK{GsJaG_L{@_CyDwKkD}NcC}QaAsQGmAaBucAg@s[McGm@wYa@cDs@qI}Mcy@y@wE}N}|@_Jui@g@{C{AiJGmASiFKmAXwHDi@n@oElAaFxCsGzBcDrEoElD_BjD{@fAQ`Mi@`EmAD?nB_BnBaCnAcD`@{@r@aFFgF{@oHeDgIkDmHa@}@eJuR_@s@gF_LuAsCcHeOcHgOwDyFmDuDwCcDyD}DoIyIo^e_@{FcGkJsJc`@ia@E?q[m\_D{CcCkC_@a@[YyEwEeEoEyEqFmEeHyD_LoB}Ka@oEm@eHoHoz@}AeRe@cND{Jz@mU`AkW?i@Dk@t@kQG}GKmHMyB?a@McD?{@E}@EuAEwB[gOF{@?k@?GfAqIz@cD^uAhAyB~DqFtByBrEmEhH}DhAYxK{ClFsCbHiFzGuHbGeHzBkChAuAbIqIhAcA|BoB`A}@zA}AbCsC~D{GxO}e@d@mA|AmDDG??vB}DRk@jPmUxPeU~KeOFGJQ`AuAtKkMfM}KnAmA~EyIlDmKzAmK??L_BDoB?e}@?yZ?iC?sJDwHz@}GnAeE??^_B`K_PlLcQrFqIRYZa@fGsJ|AoEJY|AqIRcKkCid@YwEGc@SkDK_Bg@yIoAoIiCqIeDqFgEgEmA{@iHcDqIoEa@a@m@s@{@eAwCqFiBsGu@kJ?mA?cAF_Bd@qF~CmNz@wEzAwHLoBXyFRsJnAmKnBuGnHyM~NeXnBuDnB}DRa@Ra@f@mAbCeKtAcNFa@`Baa@`AgV`@iFX_BnFo]r@}JMuKm@oLgAwUSsGJuGfEs[f@eEr@yEnAyIbBsG|HwOnB_It@oHl@yFf@aFhB_IjEuKZs@Ra@DGbI}QxCeHlAsCdCwHd@mELeN?cKXiMf@gEFY`BcGz@qC~CqItHaTbBqIl@qIFmARoIx@{WFQ`B{JtFuQRcA|BkJz@iMJ_j@?mAaAoOkDmRuFaZ_@eBYgBS}@o@cDm@kDKk@[oBKmAm@qFo@aFgAuUEkG?Y?uDRiM?k@d@oI|BqSn@cDXqB^oBZ}A?IJa@n@sC^oBRmALi@`A_LDkJ{@oLaBaJg@mA{@iCYs@yCiF_EiF}ImHiScQ{F_FeEuDyIeKs@{@}Ysa@aFsGgF}GuHwHgE{Ck\}UoA}@gG{GcGmKaBwEuAiFiAkGEQa@qC_EyVeD_LgLoVy@gB{FwLg^{u@o@eAsFwOoAwEyD_OcDeRu@yFa@cDeFqj@}BuK}AiF}HuXgAiJEkC?_C`AgVReDf@oLzBak@K}DGoBmAkGkCuGwCcDkCoBuBuAwa@_VcHsGqCeDcCqCgQ_SoC}DyDwHiAcDiBqIuAuKwDc[a@cDcCqPwCkJGQiB}Dy@oBmEkGaR_S}C}DiBuDcBuGs@uHEyE??r@oIvC_Lz@qC`@mAxEqPnGqSzH{WdC}GjD}G`AeBtMwUxD}GdVep@nCoIt@yBR{@`BoHZaCl@mKMaJuBcQa@yFD_IvBaT`AsMY_VEoEJsDhBuQLiCG}GuAeHy@kDoAgEg@wBYeASs@aA_I?eKfAoILc@dEyMrEgOpD_LfR}l@pBwHr@qCbBgOXgLm@qPcCeOGYuHaWcCsMqC{Wa@cDgF}e@iC}KuFyOgAcDgLm\eE_Iu@mAaFaFcCeBg@c@m@a@}IeHsEuDu@k@{@i@uAmAiBuAqDsCsLsJkDiFeC{GkDgRm@oBSi@yEqIoBuD}GaTsQ_]cJsPu@_CS}@SmAg@eHFkGtA_I~DcNf@_Bd@gFKcGaA}GcCyF_JoO_@s@eImNmGuKwBqFm@sCcB_PwCwY}Ic|@?qF?k@^{GjDgYZyIG}Gs@mKGs@oB{JkDkJeDgFaBiCs]e_@uGeHcCiCaAeA}BaCiTuUkD}G{A}Ga@}DEmAGs@FmHhC{WXsCdDa[~CsZjEkb@`@uD`BaPhByPRsGg@oHiBcG{BkDoAeAsKaJ_F{FeOmYy@gB}A{Cs@uAm@mA_E_IiAyBiIiP{A{Ca@s@cBkDoTub@gAyBmLmUmXmi@sL}UkIaP}Os[kJeRiHkQKc@[i@iBmGY{@sEkQs@{CgFqZkEyZu@sFEYuNibAMi@}BuKeEaMu@_BmFmKyRoYgXg`@yYkb@sXaa@cOcT_DoEcD_FgY{a@kP_VqDgI?QoBuHoAsMgAeUa@{Gm@gLSeD_@uHcBiZDeK`AuHz@sCrE}NvI{Wz@iClA}DtFsP|CsJnBaG`T}o@FQtAeElA_EpU{r@x@aClKs[f@eDRaJa@qMaAgEg@}AaAkCyDgF{ByBsQaPiCmEwCyI{F}QqO_g@Kc@u@eB_@s@kKwUo@uAy@_Ba@cAuA{CaGoLsE_Ls@_BaAoBa@{@{A{CSk@cDeHiAwBKYSa@a@s@_FuNkDwOm@oEwCc[mE{d@cDy]sJscA_Gco@S_B}AqPqJucAKcAoGyq@m@uGYcDM{@iBiSaByPSiCSyBu@wHgAuKwCe\oAaMmAuNu@uHoB{S{AwOYcDg@iFcBsQEs@oA{Me@oE[uD}Cu\MwAm@qF_@oEiIc}@sJucA?Y{Huy@m@eHeEoc@a@eEiC}Xa@wEoI}|@m@wHwCqZo@eHuBeUqJscA}C_]mEue@qJscA}B_VmFul@iJucASqC}B{a@_@aMMiFEyFSeRGeA?mAKgIa@sa@gAucAa@u_@e@}b@aAucAiAscAgAucAYgV?sCM{ME_CEaCS{P[s[?uAKwHMsMK}KMwHg@yg@ScQKyIaA{x@MoLoAe_@mA}UcBc[kEqg@a@eEiIqq@aB}JgEyWcJyj@mFo\m@sDmGq`@qPscAkEeXeJoj@mNc|@{@qFcHwc@YgBSoBKeAu@uHs@gLY}DMmAEmAMwEYqIS}NE_LGyB?yFE_IEiMDub@RuGfAwYbCe\nAuKnBoOvJgj@tA}GrD_SpKak@`@yBDYjRscAlF}XdKwi@hH}_@zB_LxEuULk@f@yBlGeY~Jid@hUucAd@wBlF_VfLyg@Ja@bUucA`AwEnAaJd@yLYad@m@scAm@ucA?qFf@uXXcGD{@`@yIXcGDcALiC??^sJLeADmARyFFyBJ}DRoHDyF?uAFqIGiCe@kTGgBcCk[mAsJa@aCcCcNuG_]_EsTE{@YqFLsJzAeKR{@JY|Isa@vHg]tA_OJuARuNKaCSmE[cGuBoOkEqSg@iC[mAaBgIgTucAuA}G}H{WKa@cAcDiJaZSs@cUms@qEeOoAuDiBmHS}@K{@aA_IMgBEeO?k@z@{M^wB?I`A_FzAaFZ{@fBiF~CaJzAwE`BwE~D_Ol@yC~QucAX{@tM_c@bIiWnAoEvCoLjFe\bBgSLuDd@cQ?eUaAuUQuD{@oLiAwHgAoE}BiF{A_CeD_EQOcUcTMGi\yZaBgB{@}@uAmAyFqF}AmAwCkDm@k@uAaCgB_Fo@cDQuAuAcQ?uD?mAJiCnAmD`BuDFoBg@}AoA}@uA?iBb@{GbAmAb@YFa@Ps@NwBr@qDeEaHwAoBgBMGqDsGa@eAg@uAuByIuAoLaAuQuA}UoBk^MgEYmH?_BEkQ?GJmKf@oEhAoB`Ak@lN{@uAeHy@}Da@oBK}@a@gBS{@hBcGRs@R}ASsCMgB?oBtAcDX{@RY|AuDzAuDDGhCwH|A_BRO|DgEvB{@^GdE}@vCGnAGtAeAf@mAx@wEFa@XuAXgBFYJ}@`@wBl@uDRuARwA^wBl@gBLGlA?F?zAFhBXlAFvBPnBXf@?L?XFvDGnAQ`GqCx@c@pCuAvC}AnAjE??,33.1,,17:32:18,,,
7,"Burlington, ON L7S 2J8, Canada","Brampton, ON L6Y 0L7, Canada",North America,,,,,
